Burke Hall	Catherine Welder	 	 	40	35	IP
201103	30171	CHEM	51	3	N	Organic Chemistry(Laboratory)	 	W 2:00 PM-2:59 PM
W 3:00 PM-8:00 PM  	007
110	Steele Hall
Burke Hall	Catherine Welder	 	 	40	27	IP
201103	31108	CHEM	76	1	N	Physical Chemistry II	 	11	315	Steele Hall	Robert Ditchfield, Jane Lipson	 	SLA	 	21	IP
201103	32240	CHEM	76	2	N	Physical Chemistry II(Laboratory)	 	M 2:00 PM-6:00 PM  	 	 	Robert Ditchfield, Jane Lipson	 	 	 	11	IP
201103	32241	CHEM	76	3	N	Physical Chemistry II(Laboratory)	 	Tu 2:00 PM-6:00 PM  	 	 	Robert Ditchfield, Jane Lipson	 	 	 	10	IP
201103	30012	CHEM	87	1	N	UG Investigation in Chemistry	 	AR	 	 	Peter Jacobi	 	 	 	11	IP
201103	30791	CHEM	90	1	N	Organometallic Chemistry	CHEM 130 01	10	315	Steele Hall	Russell Hughes	 	SCI	 	5	IP
201103	32242	CHEM	124	1	N	Analytical Chemistry	EARS 124 01	AR	 	 	Vivien Taylor	 	 	 	4	 
201103	30659	CHEM	130	1	N	Organometallic Chemistry	CHEM 090 01	10	315	Steele Hall	Russell Hughes	 	 	 	5	 
201103	30129	CHEM	140	1	N	Chemistry Research Colloquia	 	Tu, Th 10:30 AM-11:59 AM
W 4:00 PM-5:00 PM  	007
007	Steele Hall
Steele Hall	Joseph BelBruno	 	 	 	29	 
201103	30660	CHEM	159	1	N	Chem of Heterocyclic Compounds	 	9L	315	Steele Hall	Gordon Gribble	 	 	 	8	IP
201103	32245	CHEM	161	4	N	Tpc Advanced Biophysical Chem	 	F 12:30 PM-2:00 PM
Tu 1:30 PM-3:00 PM  	315
315	Steele Hall
Steele Hall	Dale Mierke	 	 	 	4	 
201103	30243	CHEM	257	1	N	Suprvisd UG Teachng in Chem	 	AR	 	 	Peter Jacobi	 	 	 	9	 
201103	32246	CHEM	260	1	N	Organometallic Chemistry	 	W 12:30 PM-2:00 PM  	309	Burke Hall	Russell Hughes	 	 	 	4	 
201103	32247	CHEM	261	1	N	Materials Chemistry	 	AR	 	 	Joseph BelBruno	 	 	 	6	 
201103	32248	CHEM	262	1	N	Synthetic Organic Chemistry	 	F 4:00 PM-6:00 PM  	315	Steele Hall	Peter Jacobi	 	 	 	13	 
201103	32123	CHEM	263	1	N	Bioinorganic Chemistry	 	AR	 	 	Ekaterina Pletneva	 	 	 	5	 
201103	32249	CHEM	264	1	N	Biophysical Chemistry	 	F 2:00 PM-4:00 PM  	315	Steele Hall	Ekaterina Pletneva	 	 	 	9	 
201103	30244	CHEM	297	1	N	Grad Investig in Chem A	 	AR	 	 	Peter Jacobi	 	 	 	23	 
201103	30245	CHEM	298	1	N	Grad Investig in Chem B	 	AR	 	 	Peter Jacobi	 	 	 	3	 
201103	30661	CHEM	299	1	N	Grad Investig in Chem C	 	AR	 	 	Peter Jacobi	 	 	 	0	 
201103	30565	CHIN	3	1	N	First Yr Courses in Chinese	 	8	105	Bartlett	Justin Rudelson	 	 	 	21	IP
201103	30870	CHIN	3	2	N	First Yr Courses in Chinese	 	9S	105	Bartlett	Justin Rudelson	 	 	 	18	IP
201103	30528	CHIN	23	1	N	Intermediate Modern Chinese	 	11	105a	Bartlett	Wen Xing	NW	LIT	 	9	IP
201103	30871	CHIN	23	2	N	Intermediate Modern Chinese	 	12	105a	Bartlett	Wen Xing	NW	LIT	 	6	IP
201103	30005	CHIN	33	1	N	Adv Mod Chinese(3rd Yr Level)	 	11	105	Bartlett	Picheng Wang	NW	LIT	 	13	IP
201103	31997	CHIN	42	1	N	Advanced Chinese(4th Yr Level)	 	3A	105	Reed Hall	Foong Kam	NW	LIT	 	8	IP
201103	30872	CHIN	52	1	N	Readings in Classical Chinese	 	10A	213	Dartmouth Hall	Sarah Allan	NW	TMV	 	9	IP
201103	30006	CHIN	59	1	N	Ind Adv Chin Lang&Lit	 	AR	 	 	Susan Blader	NW	LIT	 	0	IP
201103	32197	CHIN	63	1	N	Storytelling in China	 	12	105	Bartlett	Susan Blader	NW	LIT	15	5	IP
201103	31998	CHIN	83	1	N	Confucian&Daoist Phil Thght	 	2A	101	Thornton Hall	Sarah Allan	NW	LIT	 	12	IP
201103	30510	CLST	2	1	N	Tragedy&Comedy Greece&Rome	THEA 010 01	11	219	Wilson Hall	Margaret Williamson	W	ART	50	37	IP
